0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.585072463768116169e+00 2.585072463768116169e+00 2.585072463768116169e+00 2.585072463768116169e+00 2.585072463768116169e+00 2.585072463768116169e+00 2.585072463768116169e+00 2.585072463768115725e+00 2.585072463768116169e+00 2.585072463768116169e+00
5.170144927536232338e+00 5.170144927536232338e+00 5.170144927536232338e+00 5.170144927536232338e+00 5.170144927536232338e+00 5.170144927536232338e+00 5.170144927536232338e+00 5.170144927536231449e+00 5.170144927536232338e+00 5.170144927536232338e+00
7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00 7.755217391304348062e+00
1.034028985507246468e+01 1.034028985507246468e+01 1.034028985507246468e+01 1.034028985507246468e+01 1.034028985507246468e+01 1.034028985507246468e+01 1.034028985507246468e+01 1.034028985507246290e+01 1.034028985507246468e+01 1.034028985507246468e+01
1.292536231884058040e+01 1.292536231884057862e+01 1.292536231884058040e+01 1.292536231884058040e+01 1.292536231884058040e+01 1.292536231884058040e+01 1.292536231884058040e+01 1.292536231884058040e+01 1.292536231884058040e+01 1.292536231884058040e+01
1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01 1.551043478260869612e+01
1.809550724637681185e+01 1.809550724637681540e+01 1.809550724637681185e+01 1.809550724637681185e+01 1.809550724637681185e+01 1.809550724637681185e+01 1.809550724637681185e+01 1.809550724637681185e+01 1.809550724637681185e+01 1.809550724637681185e+01
2.068057971014492935e+01 2.068057971014492935e+01 2.068057971014492935e+01 2.068057971014492935e+01 2.068057971014492935e+01 2.068057971014492935e+01 2.068057971014492935e+01 2.068057971014492580e+01 2.068057971014492935e+01 2.068057971014492935e+01
2.326565217391304330e+01 2.326565217391304330e+01 2.326565217391304330e+01 2.326565217391304685e+01 2.326565217391304330e+01 2.326565217391304330e+01 2.326565217391304330e+01 2.326565217391304330e+01 2.326565217391304330e+01 2.326565217391304330e+01
2.585072463768116080e+01 2.585072463768115725e+01 2.585072463768116080e+01 2.585072463768116080e+01 2.585072463768116080e+01 2.585072463768116080e+01 2.585072463768116080e+01 2.585072463768116080e+01 2.585072463768116080e+01 2.585072463768116080e+01
2.843579710144927830e+01 2.843579710144927475e+01 2.843579710144927830e+01 2.843579710144928185e+01 2.843579710144927830e+01 2.843579710144927830e+01 2.843579710144927830e+01 2.843579710144927830e+01 2.843579710144927475e+01 2.843579710144927830e+01
3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01 3.102086956521739225e+01
3.360594202898550975e+01 3.360594202898550975e+01 3.360594202898550975e+01 3.360594202898550265e+01 3.360594202898550975e+01 3.360594202898550975e+01 3.360594202898550975e+01 3.360594202898550975e+01 3.360594202898550975e+01 3.360594202898550975e+01
3.619101449275362370e+01 3.619101449275363080e+01 3.619101449275362370e+01 3.619101449275362370e+01 3.619101449275362370e+01 3.619101449275362370e+01 3.619101449275362370e+01 3.619101449275362370e+01 3.619101449275362370e+01 3.619101449275362370e+01
3.877608695652173765e+01 3.877608695652173765e+01 3.877608695652173765e+01 3.877608695652173765e+01 3.877608695652173765e+01 3.877608695652173765e+01 3.877608695652173054e+01 3.877608695652173765e+01 3.877608695652174475e+01 3.877608695652173765e+01
4.136115942028985870e+01 4.136115942028985870e+01 4.136115942028985870e+01 4.136115942028985870e+01 4.136115942028985870e+01 4.136115942028985870e+01 4.136115942028985870e+01 4.136115942028985160e+01 4.136115942028985870e+01 4.136115942028985870e+01
4.394623188405797265e+01 4.394623188405797265e+01 4.394623188405797265e+01 4.394623188405797976e+01 4.394623188405797976e+01 4.394623188405797976e+01 4.394623188405797976e+01 4.394623188405797265e+01 4.394623188405797265e+01 4.394623188405797265e+01
4.653130434782608660e+01 4.653130434782608660e+01 4.653130434782608660e+01 4.653130434782609370e+01 4.653130434782608660e+01 4.653130434782608660e+01 4.653130434782608660e+01 4.653130434782608660e+01 4.653130434782608660e+01 4.653130434782608660e+01
4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01 4.911637681159420765e+01
5.170144927536232160e+01 5.170144927536231449e+01 5.170144927536232160e+01 5.170144927536232160e+01 5.170144927536232160e+01 5.170144927536232160e+01 5.170144927536232160e+01 5.170144927536232160e+01 5.170144927536232160e+01 5.170144927536232160e+01
5.428652173913044265e+01 5.428652173913044976e+01 5.428652173913044265e+01 5.428652173913044265e+01 5.428652173913044265e+01 5.428652173913044265e+01 5.428652173913044265e+01 5.428652173913044265e+01 5.428652173913044265e+01 5.428652173913044265e+01
5.687159420289855660e+01 5.687159420289854950e+01 5.687159420289855660e+01 5.687159420289856371e+01 5.687159420289855660e+01 5.687159420289855660e+01 5.687159420289855660e+01 5.687159420289855660e+01 5.687159420289854950e+01 5.687159420289855660e+01
5.945666666666666345e+01 5.945666666666666345e+01 5.945666666666666345e+01 5.945666666666667766e+01 5.945666666666666345e+01 5.945666666666666345e+01 5.945666666666666345e+01 5.945666666666665634e+01 5.945666666666666345e+01 5.945666666666666345e+01
6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01 6.204173913043478450e+01
6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01 6.462681159420290555e+01
6.721188405797101950e+01 6.721188405797101950e+01 6.721188405797101950e+01 6.721188405797100529e+01 6.721188405797101950e+01 6.721188405797101950e+01 6.721188405797101950e+01 6.721188405797101950e+01 6.721188405797101950e+01 6.721188405797101950e+01
6.979695652173913345e+01 6.979695652173911924e+01 6.979695652173913345e+01 6.979695652173914766e+01 6.979695652173913345e+01 6.979695652173913345e+01 6.979695652173913345e+01 6.979695652173913345e+01 6.979695652173913345e+01 6.979695652173913345e+01
7.238202898550724740e+01 7.238202898550726161e+01 7.238202898550724740e+01 7.238202898550724740e+01 7.238202898550724740e+01 7.238202898550724740e+01 7.238202898550724740e+01 7.238202898550724740e+01 7.238202898550724740e+01 7.238202898550724740e+01
7.496710144927536135e+01 7.496710144927537556e+01 7.496710144927536135e+01 7.496710144927536135e+01 7.496710144927536135e+01 7.496710144927536135e+01 7.496710144927536135e+01 7.496710144927536135e+01 7.496710144927536135e+01 7.496710144927536135e+01
7.755217391304347530e+01 7.755217391304347530e+01 7.755217391304347530e+01 7.755217391304347530e+01 7.755217391304347530e+01 7.755217391304347530e+01 7.755217391304346108e+01 7.755217391304347530e+01 7.755217391304348951e+01 7.755217391304347530e+01
8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01 8.013724637681158924e+01
8.272231884057971740e+01 8.272231884057971740e+01 8.272231884057971740e+01 8.272231884057971740e+01 8.272231884057971740e+01 8.272231884057971740e+01 8.272231884057971740e+01 8.272231884057970319e+01 8.272231884057971740e+01 8.272231884057971740e+01
8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01 8.530739130434783135e+01
